dataset,setting,detector,auc_roc_mean,auc_roc_std,avg_precision_mean,avg_precision_std,pauc_0.1_mean,pauc_0.1_std,f1_top_q_mean,f1_top_q_std,contamination
physionet,primary,QMCD,0.6756249999999999,0.11791234164624158,0.15079574241930396,0.08200772911249249,0.506578947368421,0.05697535551213417,0.05,0.1118033988749895,0.05
physionet,primary,SOD,0.5506249999999999,0.14115179107967418,0.10422817042747515,0.0675896313553482,0.5263157894736842,0.075729371271193,0.05,0.1118033988749895,0.05
physionet,primary,MCD,0.513125,0.06619543743718297,0.12076098787374742,0.11209227309634873,0.5131578947368421,0.05405156817485196,0.05,0.1118033988749895,0.05
physionet,primary,INNE,0.49250000000000005,0.023962861890851048,0.04842785777255363,0.0003219057052631007,0.49032327321801006,0.009302486664754282,0.0739909115209837,0.04136563185020737,0.05
physionet,primary,DIF,0.48375,0.18785643204985022,0.08063759496452778,0.038483082660822995,0.5098684210526316,0.035657045047169135,0.05,0.1118033988749895,0.05
physionet,primary,COF,0.478125,0.11568832725257981,0.06336508985622678,0.021052196673548122,0.48684210526315785,0.029421947072365666,0.0,0.0,0.05
physionet,primary,LODA,0.421875,0.1772594100111472,0.06110590586974816,0.02339897710422253,0.47697368421052627,0.007355486768091427,0.0,0.0,0.05
physionet,primary,LMDD,0.3975,0.0577977177047243,0.06048701298701298,0.03277202992421049,0.4934210526315789,0.04413292060854852,0.05,0.1118033988749895,0.05
physionet,primary,ABOD,0.3625,0.1298850152538775,0.05796452057429424,0.024069722184838646,0.4934210526315789,0.027025784087425956,0.0,0.0,0.05
physionet,primary,GMM,0.34875,0.13722629007409623,0.04797198000033285,0.016083898359506625,0.47368421052631576,0.0,0.0,0.0,0.05
physionet,primary,IForest,0.29500000000000004,0.15246349460608594,0.04348086063706961,0.01034066184533942,0.47368421052631576,0.0,0.0,0.0,0.05
physionet,primary,HBOS,0.24500000000000002,0.1825064211199157,0.05046463474788039,0.032764796223588064,0.4901315789473684,0.03677743384045709,0.05,0.11180339887498948,0.05
physionet,primary,KDE,0.2425,0.1055954100564982,0.04101128014102568,0.008383459690634925,0.47368421052631576,0.0,0.0,0.0,0.05
physionet,primary,LOF,0.2425,0.1372440800180467,0.04479863252521033,0.01843207328677829,0.48355263157894735,0.02206646030427422,0.0,0.0,0.05
physionet,primary,COPOD,0.240625,0.13886045715933676,0.03986595059410368,0.007612912295943598,0.47368421052631576,0.0,0.0,0.0,0.05
physionet,primary,VAE,0.24,0.11578114456810314,0.04014045771062326,0.006891003683876994,0.47368421052631576,0.0,0.0,0.0,0.05
physionet,primary,AutoEncoder,0.236875,0.11089127558108436,0.03880276561929774,0.005892678693106489,0.47368421052631576,0.0,0.0,0.0,0.05
physionet,primary,ECOD,0.234375,0.1655217838760204,0.041269910783710104,0.012654697003575514,0.47368421052631576,0.0,0.0,0.0,0.05
physionet,primary,KPCA,0.23125,0.10229304564583067,0.03936575429887022,0.006524673803297471,0.47368421052631576,0.0,0.0,0.0,0.05
physionet,primary,PCA,0.22999999999999998,0.10927674157843471,0.03915905422457196,0.006048365310666539,0.47368421052631576,0.0,0.0,0.0,0.05
physionet,primary,CBLOF,0.22937500000000002,0.11236102527122117,0.03926095064510944,0.006310679717807424,0.47368421052631576,0.0,0.0,0.0,0.05
physionet,primary,LUNAR,0.22749999999999998,0.12061447492942132,0.03981738905384781,0.0073229099648479965,0.47368421052631576,0.0,0.0,0.0,0.05
physionet,primary,Sampling,0.22687500000000002,0.11190380215837173,0.038877086204785416,0.0059251822457432385,0.47368421052631576,0.0,0.0,0.0,0.05
physionet,primary,OCSVM,0.22625,0.10683661591420802,0.038868046542219134,0.006055278718839587,0.47368421052631576,0.0,0.0,0.0,0.05
physionet,primary,KNN,0.21999999999999997,0.11096170510586072,0.03845169320822855,0.005809747807702938,0.47368421052631576,0.0,0.0,0.0,0.05
physionet,secondary,QMCD,0.65625,0.11665504034331303,0.1475518497288768,0.08613465448625894,0.5164473684210525,0.06109926191120632,0.05,0.1118033988749895,0.05
physionet,secondary,LODA,0.56375,0.20189047928270418,0.11601309071047769,0.06421294206902715,0.5131578947368421,0.05528860629595925,0.05,0.11180339887498948,0.05
physionet,secondary,SOD,0.551875,0.12174672736874691,0.0989980169953506,0.06015879218199544,0.5131578947368421,0.0703593738033139,0.05,0.1118033988749895,0.05
physionet,secondary,MCD,0.514375,0.0698281931779708,0.12239924316112442,0.11475913479812813,0.5131578947368421,0.05528860629595926,0.05,0.1118033988749895,0.05
physionet,secondary,INNE,0.50125,0.02313344440415218,0.04879220586047896,0.0008493284287018092,0.4952137171710088,0.01204397659059715,0.0742200328407225,0.04151462224777795,0.05
physionet,secondary,DIF,0.49874999999999997,0.11772999431962956,0.06947872431203458,0.025191068455334507,0.48684210526315785,0.029421947072365666,0.0,0.0,0.05
physionet,secondary,COF,0.484375,0.10944194379898411,0.06626777442135455,0.02538993342379489,0.4901315789473684,0.0367774338404571,0.05,0.1118033988749895,0.05
physionet,secondary,ABOD,0.39875,0.18377285147023212,0.06654534391728245,0.02795627708531396,0.4967105263157895,0.027521711399147226,0.0,0.0,0.05
physionet,secondary,LMDD,0.39249999999999996,0.06302901117739354,0.060553150553150546,0.03273237054475323,0.4934210526315789,0.04413292060854852,0.05,0.1118033988749895,0.05
physionet,secondary,GMM,0.35687499999999994,0.13216570446791404,0.04877461110764175,0.01652598236698431,0.47368421052631576,0.0,0.0,0.0,0.05
physionet,secondary,IForest,0.26875,0.11877055743112433,0.04207832159655141,0.00993686238821916,0.47368421052631576,0.0,0.0,0.0,0.05
physionet,secondary,COPOD,0.24812499999999998,0.14955337153504764,0.04046795974396814,0.00841563060125107,0.47368421052631576,0.0,0.0,0.0,0.05
physionet,secondary,KDE,0.24500000000000002,0.1039643869312949,0.04109948575633414,0.008324406079967022,0.47368421052631576,0.0,0.0,0.0,0.05
physionet,secondary,HBOS,0.23874999999999996,0.18226547430876752,0.05415002119956869,0.04214291269442218,0.4934210526315789,0.04413292060854852,0.05,0.11180339887498948,0.05
physionet,secondary,AutoEncoder,0.2375,0.11885275159835385,0.03897975837940722,0.006642334866419966,0.47368421052631576,0.0,0.0,0.0,0.05
physionet,secondary,ECOD,0.23562500000000003,0.16633984884116015,0.041338521418358476,0.012658639670283169,0.47368421052631576,0.0,0.0,0.0,0.05
physionet,secondary,VAE,0.23312499999999997,0.11264313810658862,0.03939420164994183,0.006772591706932682,0.47368421052631576,0.0,0.0,0.0,0.05
physionet,secondary,PCA,0.23125,0.11075028216668345,0.03915051573022637,0.005974515124709402,0.47368421052631576,0.0,0.0,0.0,0.05
physionet,secondary,KPCA,0.22937500000000002,0.09957428916392023,0.038820725397899915,0.005744069791507309,0.47368421052631576,0.0,0.0,0.0,0.05
