dataset,setting,detector,auc_roc_mean,auc_roc_std,avg_precision_mean,avg_precision_std,pauc_0.1_mean,pauc_0.1_std,f1_top_q_mean,f1_top_q_std
icbhi,primary,TempIF,0.5284619483272681,0.03502581795538237,0.12779569890938547,0.0197942405495347,0.5157589242295959,0.012739884790170273,0.13333333333333333,0.0338044455165283
icbhi,primary,TempSR,0.4783321429786076,0.012791105326302652,0.09433241310387044,0.0027081105554260694,0.49044106371768964,0.004564111744135435,0.0707070707070707,0.012371160317086754
icbhi,secondary,TempIF,0.5304300014737724,0.034049302204006024,0.12829418739278148,0.019204169603166347,0.5155763435047505,0.011313975411157248,0.1292929292929293,0.027103854272724725
icbhi,secondary,TempSR,0.4783321429786076,0.012791105326302652,0.09433241310387044,0.0027081105554260694,0.49044106371768964,0.004564111744135435,0.0707070707070707,0.012371160317086754
