dataset,setting,detector,auc_roc_mean,auc_roc_std,avg_precision_mean,avg_precision_std,pauc_0.1_mean,pauc_0.1_std,f1_top_q_mean,f1_top_q_std
icbhi,primary,COF,0.6414009152505225,0.06507158572830674,0.1721637033306528,0.016612141020770164,0.5418655812063573,0.005246797551736572,0.21548821548821548,0.029159104504526547
icbhi,primary,SOD,0.6008457186908366,0.036843365874965076,0.1623031870047997,0.011274751935703027,0.5325853888084381,0.0018838244082385138,0.16835016835016836,0.011663641801810617
icbhi,primary,GMM,0.552898986120086,0.04425298773313959,0.16942051532323288,0.010385920780381728,0.5517842094722005,0.007699376018813083,0.23905723905723905,0.005831820900905318
icbhi,primary,LOF,0.5463803769078741,0.058189487243749644,0.16540986857368928,0.011203770120565858,0.542744673585243,0.006953271624075582,0.20202020202020202,0.01010101010101011
icbhi,primary,AutoEncoder,0.5401527432952798,0.03729271974291993,0.14927320515402734,0.011975538692655776,0.5362171143374995,0.010251741804940673,0.21212121212121213,0.01010101010101009
icbhi,primary,KNN,0.5384031107936832,0.0434375379864141,0.1461472134376643,0.015031283473236682,0.5363225258670944,0.00997978326223859,0.19865319865319864,0.01166364180181063
icbhi,primary,KPCA,0.5360450747656135,0.04566395376904599,0.14446740123865479,0.01272418342445153,0.5355369116370947,0.011399774294543231,0.20875420875420878,0.0210269292875367
icbhi,primary,CBLOF,0.5360072857267021,0.04745201696199356,0.14359045052465988,0.009950237864394161,0.5305169361522365,0.006771468047978276,0.20875420875420878,0.011663641801810617
icbhi,primary,LUNAR,0.5333998420418173,0.042946147275556644,0.1400938088636691,0.018973606084305632,0.5322353429743116,0.007919279517482399,0.18855218855218858,0.046654567207242495
icbhi,primary,Sampling,0.5325306941468558,0.03484139469016434,0.14216066906836938,0.009732536113381105,0.5348527311431205,0.011787717918907615,0.20538720538720537,0.015429547794464111
icbhi,primary,INNE,0.5324721211365432,0.05235907333241489,0.14123716013616575,0.013065656173696249,0.5350874209637279,0.00411286783700765,0.20538720538720537,0.011663641801810636
icbhi,primary,ABOD,0.5321754771810889,0.03688493062638927,0.12956156076786976,0.007895951469479029,0.5135675577520932,0.011196259282958813,0.13804713804713806,0.03547358165943683
icbhi,primary,KDE,0.5307394937024567,0.04618403944389322,0.13256062110476086,0.009585407197530793,0.5247948801023407,0.006133000192936664,0.15488215488215487,0.011663641801810636
icbhi,primary,COPOD,0.5300517331942697,0.05307115940100837,0.14199059517602727,0.00899169199010062,0.526041918386416,0.008737461714854294,0.1919191919191919,0.026724760717824144
icbhi,primary,LODA,0.5293488570705182,0.04754435540847905,0.13828096851460056,0.01163826005555573,0.533659393072235,0.0035189328856407853,0.19865319865319864,0.005831820900905312
icbhi,primary,ECOD,0.5288462628529969,0.04346636740412654,0.14378866205123375,0.011496042167885297,0.5316028737967423,0.007967993899064068,0.21548821548821548,0.0058318209009053
icbhi,primary,MCD,0.5286988856012426,0.044614644685303434,0.1154286168225787,0.011011705915533822,0.49354931161298926,0.005471166581459369,0.09427609427609428,0.005831820900905312
icbhi,primary,QMCD,0.5249880019801457,0.043926187378506364,0.13755746509137587,0.011360594391696397,0.5235001082954299,0.009555275972006172,0.19865319865319866,0.015429547794464116
icbhi,primary,IForest,0.5240017080645587,0.048953104196232396,0.1337477762667144,0.010262400813105067,0.5200553390641406,0.014585933475590717,0.1717171717171717,0.026724760717824144
icbhi,primary,OCSVM,0.5230607609956656,0.046130293601621616,0.14150393003584896,0.011044269885625237,0.5296457993604902,0.007004902099633212,0.19528619528619529,0.015429547794464116
icbhi,primary,PCA,0.5221424873501191,0.044938562534485235,0.14011060145054247,0.01140869777463741,0.5294051428495282,0.007071563563214584,0.20538720538720537,0.015429547794464111
icbhi,primary,VAE,0.5216814610754005,0.04469346280268239,0.14008067921900633,0.011328082374973538,0.5292082420678321,0.00677216025788578,0.20202020202020202,0.01010101010101011
icbhi,primary,HBOS,0.5184996239990628,0.040327094964452345,0.13516635728744217,0.012521966116035404,0.5216027007627221,0.007057429499733564,0.18855218855218855,0.021026929287536692
icbhi,primary,DIF,0.5179819141659769,0.030124197159253,0.13474848069996573,0.02039250137531159,0.5274938130393266,0.007041640966102932,0.1750841750841751,0.011663641801810617
icbhi,secondary,COF,0.6410268037652997,0.06478026134745192,0.17089825600317562,0.020993236476749843,0.541827792167446,0.006920952732351664,0.21212121212121213,0.026724760717824144
icbhi,secondary,SOD,0.6021267671099321,0.0370049875037948,0.16077225951588883,0.003743303934354956,0.5335579593362096,0.008826581193545353,0.1717171717171717,0.017495462702715934
icbhi,secondary,GMM,0.5447592271385763,0.04587886583832422,0.16447155047366302,0.008888730569821437,0.549278199523341,0.007615526823879443,0.23905723905723905,0.01166364180181063
icbhi,secondary,LOF,0.5427564080762733,0.06034725215822152,0.1598389319898538,0.0068401030484022875,0.5407677101811427,0.00911541383496834,0.20202020202020202,0.026724760717824144
icbhi,secondary,AutoEncoder,0.5370238108734181,0.03934795648450114,0.14715429444457304,0.012927079866505287,0.5337389489436273,0.01193151298861326,0.20202020202020202,0.01010101010101011
icbhi,secondary,KNN,0.5366723728115423,0.044305473871035596,0.14587593073672764,0.015204404169387753,0.5365472712037778,0.010108982848909279,0.20202020202020202,0.01010101010101011
icbhi,secondary,COPOD,0.5353384197379708,0.05350580271424429,0.14672143846532865,0.013214786420804526,0.5304413580744137,0.009103715489033548,0.1919191919191919,0.0101010101010101
icbhi,secondary,CBLOF,0.5341102759733511,0.045800159888527744,0.14222217283446603,0.013541732476211599,0.5289437187954525,0.0065642335421986706,0.20202020202020202,0.0
icbhi,secondary,LUNAR,0.53394022529825,0.04369539935074313,0.1385000696125472,0.0206157840743794,0.5310260937291477,0.012047639299087348,0.18855218855218855,0.02915910450452655
icbhi,secondary,KPCA,0.5327158604375215,0.04730117701371628,0.14372270578058577,0.012502274507948878,0.535711934554158,0.010757468363789949,0.21212121212121213,0.020202020202020204
icbhi,secondary,KDE,0.5305770008351377,0.04667065393055017,0.13557199276022522,0.015628697077827415,0.5261632410902893,0.014907152640563958,0.15151515151515152,0.03499092540543184
icbhi,secondary,LODA,0.5304447391989479,0.02893177461668091,0.14581027559402351,0.01655911449488076,0.5312050944397805,0.012962449521868752,0.19191919191919193,0.03499092540543187
icbhi,secondary,Sampling,0.5287291168323716,0.01675167593430985,0.1425275891419493,0.014271069892672827,0.5353022218164872,0.021937552813843277,0.22558922558922556,0.04554797730124134
icbhi,secondary,INNE,0.5278769740049202,0.04446044232278876,0.14414264609018732,0.0074766232753991965,0.538003143650258,0.01749090303601797,0.1919191919191919,0.026724760717824144
icbhi,secondary,ECOD,0.5277050338778734,0.043527207155430764,0.14331210048394913,0.011394802294205045,0.5311653165040843,0.0073704213314294996,0.21212121212121213,0.010101010101010104
icbhi,secondary,MCD,0.5247310365155483,0.04462258604522975,0.11527258045736365,0.011292930401206937,0.4937700791561031,0.005559086771116107,0.09764309764309764,0.005831820900905304
icbhi,secondary,QMCD,0.5237371847921791,0.044358599062007356,0.13746861311779116,0.01122265087667165,0.5235995531346703,0.009391639483483288,0.19865319865319866,0.015429547794464116
icbhi,secondary,IForest,0.523098550034577,0.04560307362518316,0.13420328227575037,0.012042455505882994,0.5224718486576836,0.00901981708111008,0.1717171717171717,0.030303030303030304
icbhi,secondary,DIF,0.521972436675018,0.05053137170652713,0.14113140937385854,0.030609007965489928,0.5310042158645149,0.01153010434313943,0.19528619528619529,0.025420317963874586
icbhi,secondary,OCSVM,0.5219648788672357,0.04587779525764611,0.14108514441876527,0.010967586225720444,0.5295463545212497,0.006896219902562369,0.19865319865319864,0.021026929287536696
icbhi,secondary,ABOD,0.5211486356267501,0.02832478942976477,0.12743442023319146,0.00810170734066348,0.5168910042795093,0.012955284664452987,0.1414141414141414,0.026724760717824154
icbhi,secondary,HBOS,0.5206913882559224,0.04031130683732872,0.13662711258488947,0.012131406167765016,0.52151916709776,0.008530720992536923,0.1919191919191919,0.0202020202020202
icbhi,secondary,PCA,0.5205704633314062,0.045287739653226786,0.13946589076641422,0.011383440805180436,0.528689140006997,0.006630081327591014,0.20202020202020202,0.020202020202020186
icbhi,secondary,VAE,0.520400412656305,0.044993220641779026,0.13951774447809076,0.011265343369114913,0.5286274842066678,0.006858150162011527,0.20538720538720537,0.015429547794464111
