dataset,setting,detector,auc_roc_mean,auc_roc_std,avg_precision_mean,avg_precision_std,pauc_0.1_mean,pauc_0.1_std,f1_top_q_mean,f1_top_q_std
esc50,primary,GMM,0.6638888888888889,0.04589642122738422,0.2533829249255965,0.016815300623472567,0.5833333333333334,0.02532238022761514,0.2962962962962963,0.06415002990995843
esc50,primary,MCD,0.6583333333333333,0.05204164998665325,0.1897010860099666,0.030344176574930923,0.5151072124756335,0.018396282737014498,0.2222222222222222,0.0
esc50,primary,LOF,0.6083333333333333,0.07811188161466034,0.24908801496029664,0.06660016421211772,0.5565302144249512,0.03043371344248731,0.2222222222222222,0.1111111111111111
esc50,primary,LUNAR,0.5708333333333333,0.06274642776709176,0.12290207141502574,0.013549063134441118,0.47368421052631576,0.0,0.07407407407407407,0.06415002990995841
esc50,primary,KDE,0.5657407407407408,0.06516440114782555,0.12340501775641044,0.011954915695957656,0.47855750487329435,0.00844079340920509,0.07407407407407407,0.06415002990995841
esc50,primary,CBLOF,0.5115740740740741,0.07745883680495697,0.1151943135303712,0.01895894191214413,0.47612085769980506,0.004220396704602551,0.037037037037037035,0.06415002990995841
esc50,primary,KNN,0.5106481481481482,0.07690900373797,0.11056390166643032,0.015339764549498775,0.47368421052631576,0.0,0.0,0.0
esc50,primary,Sampling,0.5064814814814814,0.18830758864790023,0.11343187393940242,0.03286303431642037,0.47368421052631576,0.0,0.0,0.0
esc50,primary,INNE,0.5050925925925926,0.06550394233101813,0.16682541128486825,0.022135818413393574,0.5346003898635477,0.016881586818410094,0.14814814814814814,0.06415002990995841
esc50,primary,AutoEncoder,0.48194444444444445,0.09082101513484343,0.11767717090016028,0.021599438518678595,0.5004873294346979,0.01116612011441479,0.1111111111111111,0.0
esc50,primary,QMCD,0.45787037037037037,0.0661777986095532,0.09905575974150355,0.013046856871758765,0.47368421052631576,0.0,0.0,0.0
esc50,primary,IForest,0.44305555555555554,0.04654332244476676,0.12256415301486732,0.013775555085708525,0.5102339181286549,0.007309941520467836,0.1111111111111111,0.0
esc50,primary,VAE,0.4148148148148148,0.046818810629987044,0.10482213134191333,0.011126206324661258,0.49317738791423,0.008440793409205035,0.1111111111111111,0.0
esc50,primary,DIF,0.4083333333333334,0.08012336167697758,0.0919929928818724,0.012098879730641167,0.47368421052631576,0.0,0.037037037037037035,0.06415002990995841
esc50,primary,ECOD,0.3962962962962963,0.06064107959938895,0.1282500679339704,0.014471964505573951,0.5248538011695907,0.007309941520467822,0.14814814814814814,0.06415002990995841
esc50,primary,PCA,0.3958333333333333,0.058250602709752144,0.10059177773676548,0.011497565853421914,0.48586744639376217,0.015216856721243668,0.1111111111111111,0.0
esc50,primary,OCSVM,0.3912037037037037,0.0387978431584135,0.09968720471147906,0.007338070578961468,0.4883040935672514,0.0,0.1111111111111111,0.0
esc50,primary,HBOS,0.3875,0.03203489609630779,0.09786654912366188,0.008365648974948658,0.4834307992202729,0.011166120114414835,0.1111111111111111,0.0
esc50,primary,LODA,0.36018518518518516,0.06288973137768361,0.09490434448586238,0.014432486123362802,0.4907407407407407,0.015216856721243654,0.07407407407407407,0.06415002990995841
esc50,primary,COPOD,0.3148148148148148,0.03408677802629627,0.08064958921792782,0.003294739437428474,0.47368421052631576,0.0,0.0,0.0
esc50,secondary,MCD,0.6712962962962963,0.0470243676434184,0.23448107625349032,0.057919852016385776,0.5760233918128655,0.052712737945379985,0.2962962962962963,0.12830005981991682
esc50,secondary,GMM,0.6708333333333334,0.042785893890970414,0.2520212681539095,0.01645339849032579,0.580896686159844,0.027674991938597866,0.3333333333333333,0.1111111111111111
esc50,secondary,LOF,0.5810185185185185,0.0688072619743841,0.22197865504317726,0.059800303039064424,0.5419103313840156,0.03751170642870527,0.1851851851851852,0.06415002990995841
esc50,secondary,KDE,0.537962962962963,0.06883529127637132,0.11503438079037637,0.013295076577714804,0.47855750487329435,0.00844079340920509,0.037037037037037035,0.06415002990995841
esc50,secondary,LUNAR,0.5273148148148148,0.07986211754599327,0.11245786191639255,0.01638546948622084,0.47855750487329435,0.00844079340920509,0.037037037037037035,0.06415002990995841
esc50,secondary,KNN,0.4962962962962963,0.07152890146546334,0.10565481925529195,0.012551647736102468,0.47368421052631576,0.0,0.0,0.0
