dataset,setting,detector,auc_roc_mean,auc_roc_std,avg_precision_mean,avg_precision_std,pauc_0.1_mean,pauc_0.1_std,f1_top_q_mean,f1_top_q_std
urbansound8k,primary,KNN,0.8435627530364374,0.02282687435845885,0.40780203178888924,0.02446794328788,0.6607823594509324,0.014602725761262455,0.42153846153846153,0.027947541730130695
urbansound8k,primary,AutoEncoder,0.8416455530886771,0.026093218718965645,0.39244380205832724,0.02512850239623552,0.6552037007760357,0.022832569738097008,0.43692307692307697,0.029990136445566043
urbansound8k,primary,KDE,0.8382290714378999,0.02331262471507609,0.37633454156035623,0.025918342371442762,0.6422372373404454,0.016110350742785995,0.40307692307692305,0.02959289855641746
urbansound8k,primary,SOD,0.8363066475120805,0.015025022757527618,0.353372059697811,0.03280746619168523,0.6170494147082477,0.02393261810894478,0.37538461538461537,0.045638144535973306
urbansound8k,primary,KPCA,0.8352461799660441,0.02634163806278107,0.40700220423183336,0.030812519852383088,0.669212210361348,0.017082467663936854,0.4276923076923077,0.033353051367198155
urbansound8k,primary,LUNAR,0.8287266553480477,0.022214213491767238,0.35529494851618093,0.018637883541240904,0.6087707842153379,0.010482428513749066,0.3353846153846154,0.035082320772281156
urbansound8k,primary,MCD,0.8223116102912368,0.02683919074763674,0.44665968130512573,0.031559037344623196,0.6786538633379845,0.017300149085427444,0.46461538461538465,0.03508232077228118
urbansound8k,primary,GMM,0.8201332114405119,0.029699380029796326,0.4180703914506235,0.027066709466670703,0.657892674745503,0.016435844492815835,0.4184615384615385,0.03508232077228117
urbansound8k,primary,VAE,0.7987357973096513,0.02193219857753955,0.3732705006638161,0.04054026473051314,0.6365870926500004,0.030741398826036347,0.3784615384615385,0.06398964413257052
urbansound8k,primary,CBLOF,0.7975238343998955,0.035769730202489435,0.3721104746177564,0.0553237795617377,0.6365705958771816,0.03569927461751683,0.37538461538461537,0.0750542210316952
urbansound8k,primary,OCSVM,0.7869975186104219,0.030647928855199152,0.37956934533533987,0.028501605403706096,0.6770674236852415,0.021118463674587456,0.4953846153846154,0.053736151374070694
urbansound8k,primary,Sampling,0.785675852161421,0.05167996570053455,0.346638071767967,0.06883416905984688,0.6455915811469382,0.044611649299512716,0.4092307692307692,0.10005915410159445
