dataset,setting,detector,auc_roc_mean,auc_roc_std,avg_precision_mean,avg_precision_std,pauc_0.1_mean,pauc_0.1_std,f1_top_q_mean,f1_top_q_std,feature_set,n_features
urbansound8k,primary,COPOD,0.7157946976622698,0.023552751318644278,0.23408396026405393,0.007440452144934066,0.5823099606139549,0.007611893497378102,0.3076923076923077,0.024325212770525996,mfcc,40
urbansound8k,primary,ECOD,0.6662086979234687,0.01876168647222535,0.17368741748992228,0.009883019130653252,0.5460555528824673,0.008788626796710757,0.21846153846153848,0.020059084323700467,mfcc,40
urbansound8k,primary,LOF,0.6401097035392451,0.01283035226700833,0.12749456915330445,0.003836067354758846,0.48550139878886195,0.0016023019901329311,0.07692307692307693,0.010878565864408425,mfcc,40
urbansound8k,secondary,KNN,0.8039284315005878,0.021429603918020863,0.3204094894754631,0.014713666248142127,0.6238158410260992,0.006612366408430731,0.38153846153846155,0.020059084323700464,mfcc,40
urbansound8k,secondary,CBLOF,0.7974715946193026,0.03213012684726658,0.2992224080178486,0.01947236966222006,0.6009540633613549,0.011798694565529124,0.3353846153846154,0.04128125496922689,mfcc,40
urbansound8k,secondary,GMM,0.7940603369465848,0.02709197782080827,0.3090531068917198,0.014796772425788467,0.6100850271165703,0.008233967771131862,0.34461538461538466,0.023331924443235542,mfcc,40
urbansound8k,secondary,IForest,0.7787697531670367,0.026667898893001543,0.30769906117606527,0.024427080313123635,0.6210306358818556,0.01775891407182924,0.38461538461538464,0.03768445758127966,mfcc,40
urbansound8k,secondary,OCSVM,0.7776100300378739,0.02879156302395906,0.3227367434087636,0.024975027709919752,0.6395372655224322,0.019819359116606438,0.4153846153846154,0.0435142634576337,mfcc,40
urbansound8k,secondary,HBOS,0.7562700796656654,0.02067020421041046,0.2551642527041117,0.012393486123095125,0.5949024971989855,0.008880047641608348,0.32923076923076927,0.02064062748461344,mfcc,40
urbansound8k,secondary,PCA,0.7510513255844325,0.029204648055619908,0.3037073431736423,0.022994283313460543,0.6302990727438945,0.019737041762979805,0.4184615384615385,0.056943863148682314,mfcc,40
urbansound8k,secondary,COPOD,0.7425153454355492,0.020641377789482874,0.24194911922386053,0.012159779633055631,0.5845672690279964,0.007545704605509358,0.3107692307692308,0.016853001769389715,mfcc,40
urbansound8k,secondary,LODA,0.7222201906751992,0.04358850322729392,0.29400651497494074,0.07935134891324773,0.6221331701985798,0.06152645917214985,0.38461538461538464,0.12963307343348246,mfcc,40
urbansound8k,secondary,ECOD,0.6401305994514823,0.01832987937088455,0.15127030592978746,0.008798313661152874,0.5279723404109071,0.009425373158586664,0.19384615384615386,0.02794754173013069,mfcc,40
urbansound8k,secondary,LOF,0.5178111531931566,0.026098571684017004,0.09959435619121408,0.005951741082755291,0.48220204422509844,0.003471224530692391,0.04307692307692308,0.006880209161537815,mfcc,40
urbansound8k,primary,KNN,0.8235758129815854,0.016511960890104718,0.3396092022227509,0.014829001227244041,0.6097935841301045,0.00528203986259274,0.3323076923076923,0.013760418323075625,mfcc+chroma,64
urbansound8k,primary,CBLOF,0.807919550737887,0.022622474532510352,0.32587240505063664,0.018490453547157715,0.6026449825752838,0.024623938293413177,0.32,0.053736151374070715,mfcc+chroma,64
urbansound8k,primary,GMM,0.8073814809977797,0.023804067925690092,0.3519629067132398,0.012994052321135917,0.6110830818721087,0.004884084980595806,0.3323076923076923,0.013760418323075632,mfcc+chroma,64
urbansound8k,primary,OCSVM,0.7945513908841584,0.026568657585559586,0.34569839612471737,0.016603730719960196,0.6416818459888785,0.014403939855897073,0.4153846153846154,0.034401045807689073,mfcc+chroma,64
urbansound8k,primary,IForest,0.7631396108136346,0.019735676451833065,0.28794849362218217,0.011936264939635545,0.6201563069224584,0.00960217225855262,0.36,0.033706003538779464,mfcc+chroma,64
urbansound8k,primary,PCA,0.7461303382525795,0.025794648698173973,0.2896097182159574,0.011286653912209501,0.6181711952599274,0.006862438005812578,0.37230769230769234,0.006880209161537812,mfcc+chroma,64
urbansound8k,primary,HBOS,0.7420138435418571,0.01841747711880547,0.25667394759141576,0.011380763024568422,0.6059360887526377,0.0071919026600475245,0.34461538461538466,0.023331924443235546,mfcc+chroma,64
urbansound8k,primary,LODA,0.7339741413086065,0.04659294774880451,0.2790846689331502,0.027850801380168135,0.6083748616676863,0.014311071253524531,0.3353846153846154,0.022819072267986646,mfcc+chroma,64
urbansound8k,primary,COPOD,0.7192164032911063,0.017471077016859245,0.24115253353853042,0.010922727700120463,0.590343888976719,0.008948892113518537,0.316923076923077,0.017541160386140585,mfcc+chroma,64
urbansound8k,primary,ECOD,0.6691236776805538,0.021592490391057463,0.18280229790006278,0.01686852093626078,0.5401634555240131,0.012406010677260222,0.20307692307692307,0.027520836646151257,mfcc+chroma,64
urbansound8k,primary,LOF,0.6645788167689697,0.018464957603676366,0.13453254703303894,0.006973818894518057,0.4792106294206196,0.0033765813042997603,0.06769230769230769,0.02064062748461344,mfcc+chroma,64
urbansound8k,secondary,KNN,0.769852422619825,0.01119189904466598,0.25834524911260714,0.007827685487081036,0.5790023576637819,0.0093580772199882,0.27076923076923076,0.023331924443235546,mfcc+chroma,64
urbansound8k,secondary,OCSVM,0.7649993470027426,0.025712886202789338,0.28912384061493585,0.012694898489640859,0.6090952207474413,0.006954930097565814,0.3507692307692308,0.00688020916153784,mfcc+chroma,64
urbansound8k,secondary,GMM,0.7499595141700406,0.020903146194618565,0.2530804927335544,0.010425636267146678,0.5655684856649918,0.007336604971844178,0.26769230769230773,0.013760418323075639,mfcc+chroma,64
