dataset,setting,detector,auc_roc_mean,auc_roc_std,avg_precision_mean,avg_precision_std,pauc_0.1_mean,pauc_0.1_std,f1_top_q_mean,f1_top_q_std,contamination
esc50,primary,SOD,0.81875,0.04560787349789511,0.27670906638940695,0.12885096785141276,0.5657894736842105,0.07131409009433812,0.15,0.13693063937629152,0.05
esc50,primary,COF,0.805625,0.09082413466419591,0.1683113862337063,0.05695278091525899,0.506578947368421,0.023260091486399605,0.0,0.0,0.05
esc50,primary,KNN,0.7068749999999999,0.13550397826263258,0.19051932110523365,0.0992104061624848,0.5460526315789473,0.06640338565192877,0.15,0.13693063937629152,0.05
esc50,primary,CBLOF,0.7050000000000001,0.14512925273699998,0.13658265133980166,0.04630779935775483,0.5328947368421053,0.03786468563559656,0.1,0.13693063937629152,0.05
esc50,primary,GMM,0.7006249999999999,0.0781687377568552,0.18568171841897363,0.136392373128957,0.5263157894736842,0.07206875756646922,0.1,0.13693063937629155,0.05
esc50,primary,MCD,0.7,0.08819478619793797,0.15735849208406422,0.10501429151993527,0.5361842105263157,0.05975625698876631,0.15,0.13693063937629152,0.05
esc50,primary,Sampling,0.7,0.1723431125328192,0.1962592182946503,0.10255201290649288,0.5460526315789473,0.06640338565192877,0.15,0.13693063937629152,0.05
esc50,primary,AutoEncoder,0.69625,0.1428538643597015,0.14998136018511016,0.07344678017197968,0.5361842105263157,0.05861358447764954,0.15,0.13693063937629152,0.05
esc50,primary,DIF,0.693125,0.17888270860398994,0.12684439979846387,0.06026844593188928,0.5,0.03206182350266108,0.0,0.0,0.05
esc50,primary,IForest,0.67625,0.15588394621480428,0.12036414535445798,0.04204266445076582,0.5197368421052632,0.04257295758402894,0.1,0.13693063937629152,0.05
esc50,primary,QMCD,0.665,0.09318580229841886,0.1356301572622894,0.06084309664335181,0.5394736842105263,0.060431490364716574,0.15,0.13693063937629152,0.05
esc50,primary,KPCA,0.658125,0.10745184241091449,0.11096574802457156,0.04473331890646442,0.5197368421052632,0.04988733844770762,0.1,0.13693063937629155,0.05
esc50,primary,HBOS,0.645,0.06989808429062991,0.08468161260185011,0.016337749820049548,0.48026315789473684,0.00900859469580866,0.0,0.0,0.05
esc50,primary,COPOD,0.641875,0.1567585474144871,0.1053331628562187,0.03917596902762228,0.5032894736842104,0.029421947072365676,0.0,0.0,0.05
esc50,primary,INNE,0.64125,0.15509573656293715,0.15480352451802828,0.10191376087059,0.5328947368421052,0.062196284214437604,0.1,0.13693063937629155,0.05
esc50,primary,VAE,0.6325000000000001,0.2054981561656941,0.10921401908657576,0.05435681262829721,0.506578947368421,0.030770208772812047,0.0,0.0,0.05
