dataset,setting,detector,auc_roc_mean,auc_roc_std,avg_precision_mean,avg_precision_std,pauc_0.1_mean,pauc_0.1_std,f1_top_q_mean,f1_top_q_std,contamination
ravdess,primary,CBLOF,0.9986111111111111,0.0031056499687497773,0.9833333333333332,0.03726779962499655,0.9926900584795322,0.016345526151314294,0.9333333333333332,0.14907119849998604,0.05
ravdess,primary,OCSVM,0.9944444444444445,0.012422599874998795,0.9619047619047618,0.085183541999992,0.9707602339181287,0.06538210460525697,0.9333333333333332,0.14907119849998604,0.05
ravdess,primary,AutoEncoder,0.9930555555555556,0.015528249843748558,0.9583333333333333,0.0931694990624913,0.9649122807017545,0.07845852552630844,0.9333333333333332,0.14907119849998604,0.05
ravdess,primary,COF,0.9930555555555556,0.015528249843748527,0.9583333333333333,0.09316949906249127,0.9649122807017545,0.07845852552630844,0.9333333333333332,0.14907119849998599,0.05
ravdess,primary,INNE,0.9930555555555556,0.015528249843748558,0.9583333333333333,0.0931694990624913,0.9649122807017545,0.07845852552630844,0.9333333333333332,0.14907119849998604,0.05
ravdess,primary,SOD,0.9916666666666666,0.009054447785003703,0.8722222222222221,0.1529039882724765,0.956140350877193,0.04765498834212462,0.8,0.18257418583505539,0.05
ravdess,primary,VAE,0.9833333333333332,0.03726779962499654,0.9153846153846154,0.18920575194228995,0.9502923976608187,0.1111495778289369,0.8666666666666666,0.2981423969999719,0.05
ravdess,primary,PCA,0.9819444444444445,0.03661507312906688,0.8987179487179487,0.18347224430767506,0.9429824561403508,0.1082266404872617,0.8,0.29814239699997197,0.05
ravdess,primary,KDE,0.976388888888889,0.052796049468745034,0.9433333333333334,0.12671051872498812,0.9649122807017545,0.07845852552630844,0.9333333333333332,0.14907119849998604,0.05
ravdess,primary,KNN,0.976388888888889,0.052796049468745034,0.9433333333333334,0.12671051872498812,0.9649122807017545,0.07845852552630844,0.9333333333333332,0.14907119849998604,0.05
ravdess,primary,KPCA,0.976388888888889,0.052796049468745034,0.9433333333333334,0.12671051872498812,0.9649122807017545,0.07845852552630844,0.9333333333333332,0.14907119849998604,0.05
ravdess,primary,LOF,0.975,0.055901699437494734,0.9428571428571428,0.127775312999988,0.9649122807017545,0.07845852552630844,0.9333333333333332,0.14907119849998604,0.05
ravdess,primary,DIF,0.9736111111111111,0.0362177911400147,0.8642857142857142,0.16076082022754115,0.915204678362573,0.10136862246168903,0.8,0.18257418583505539,0.05
